Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,2020-03-26,21:00,54107,53700,53700,163,13,3447,40570,4818,0,12348,-16,795,-8156,32,-1500,-3376,-1822,-881,-1853,-2,19,146,-2,2455,994,0,6172,4143,2033,215,331,249
France,Données temps réel,2020-03-26,21:15,54011,53200,53200,163,12,3520,40819,4798,0,13267,-31,796,-9465,32,,,,,,-2,19,146,-1,2460,1061,0,6171,4614,2482,215,332,249
France,Données temps réel,2020-03-26,21:30,53256,52700,52700,162,13,3475,40646,4795,0,12354,-55,797,-9062,32,-1500,-3376,-1822,-881,-1110,-3,19,146,-1,2462,1014,0,6116,4333,1905,215,333,249
France,Données temps réel,2020-03-26,21:45,52706,52300,52300,162,13,3296,40518,4728,0,11549,-55,798,-8436,31,,,,,,-3,19,146,-1,2462,835,0,6043,4257,1249,215,334,249
France,Données temps réel,2020-03-26,22:00,52472,51900,51900,162,13,3278,40606,4655,0,11191,-206,798,-8155,32,-1500,-3376,-841,-1618,264,-3,19,146,-1,2464,815,0,6066,3925,1200,214,335,249
France,Données temps réel,2020-03-26,22:15,52675,52650,52650,163,13,3302,40443,4491,0,10960,-391,796,-7231,32,,,,,,-2,19,146,-2,2471,833,0,5849,3935,1176,213,334,249
France,Données temps réel,2020-03-26,22:30,53710,53400,53400,162,13,3306,40484,4486,0,11282,-352,799,-6600,32,-1500,-3376,-841,-1618,1190,-3,19,146,-1,2472,835,0,5930,4175,1177,214,336,249
France,Données temps réel,2020-03-26,22:45,56025,54600,54600,163,13,3475,40437,4479,0,12641,-338,798,-5768,32,,,,,,-2,19,146,-1,2472,1004,0,6104,4779,1758,214,335,249
France,Données temps réel,2020-03-26,23:00,55972,55800,55800,163,13,3469,40225,4372,0,12223,-338,800,-5088,33,-1500,-2960,-13,-1647,2596,-2,19,146,-1,2472,998,0,6010,4538,1675,216,335,249
France,Données temps réel,2020-03-26,23:15,56013,56200,56200,163,13,3475,40352,4253,0,11261,-162,797,-4265,33,,,,,,-2,19,146,-1,2473,1003,0,5676,4187,1398,215,333,249
France,Données temps réel,2020-03-26,23:30,55947,56600,56600,163,13,3479,40396,4206,0,10429,-161,798,-3507,34,-1500,-2960,-13,-1647,3292,-2,19,146,-1,2471,1009,0,5680,3764,985,215,334,249
France,Données temps réel,2020-03-26,23:45,56404,56150,56150,162,13,3486,40400,4171,0,9924,-162,796,-2515,34,,,,,,-3,19,146,-1,2472,1015,0,5537,3366,1021,213,334,249
France,Données temps réel,2020-03-27,00:00,55797,55700,55900,162,14,3484,40647,4107,0,10113,-161,797,-3492,34,-1700,-3138,-1546,-1303,4002,-3,19,146,-1,2475,1010,0,5700,3409,1004,213,335,249
France,Données temps réel,2020-03-27,00:15,55785,54950,55000,162,13,3288,40718,4167,0,10018,-162,795,-3340,32,,,,,,-3,19,146,-1,2462,827,0,5447,3504,1067,213,333,249
France,Données temps réel,2020-03-27,00:30,54152,54200,54100,163,13,3081,40657,4049,0,8809,-240,796,-3308,32,-1700,-3138,-1546,-1303,4002,-2,19,146,-2,2461,622,0,5429,2394,986,214,333,249
France,Données temps réel,2020-03-27,00:45,52722,53200,53250,163,13,3020,40666,3948,0,7876,-355,799,-3537,32,,,,,,-2,19,146,-1,2459,562,0,5288,2183,405,216,334,249
France,Données temps réel,2020-03-27,01:00,52574,52200,52400,162,13,3024,40691,3936,0,7893,-357,798,-3718,32,-1700,-2699,-891,-1586,2641,-3,19,146,-2,2462,564,0,5302,2192,399,217,332,249
France,Données temps réel,2020-03-27,01:15,52816,52500,52700,163,13,3078,40896,3844,0,7958,-369,797,-3695,32,,,,,,-2,19,146,-2,2465,615,0,5056,2284,618,216,332,249
France,Données temps réel,2020-03-27,01:30,52514,52800,53000,163,13,3062,40774,3869,0,8257,-368,797,-4183,32,-1700,-2699,-891,-1586,2641,-2,19,146,-1,2465,598,0,5033,2676,548,215,333,249
France,Données temps réel,2020-03-27,01:45,52562,52700,52850,162,13,3050,40732,3784,0,8237,-374,795,-3967,32,,,,,,-3,19,146,-1,2460,591,0,5006,2716,515,215,331,249
France,Données temps réel,2020-03-27,02:00,52071,52600,52700,162,13,3034,40799,3691,0,8093,-373,795,-4273,32,-1700,-3172,-683,-1556,2322,-3,19,146,-2,2462,574,0,5011,2638,444,215,331,249
France,Données temps réel,2020-03-27,02:15,52552,52000,52100,162,13,3087,40874,3652,0,8579,-368,796,-4375,32,,,,,,-3,19,146,-1,2466,622,0,4940,3009,630,215,332,249
France,Données temps réel,2020-03-27,02:30,51512,51400,51500,163,13,3072,40660,3669,0,8372,-532,797,-4836,32,-1700,-3172,-683,-1556,2272,-2,19,146,-1,2465,608,0,4886,2902,584,215,333,249
France,Données temps réel,2020-03-27,02:45,50710,50650,50700,163,14,3050,40458,3719,0,7883,-582,797,-4923,33,,,,,,-2,19,146,-1,2460,591,0,4854,2516,513,216,332,249
France,Données temps réel,2020-03-27,03:00,49936,49900,49900,163,13,3025,40182,3746,0,7587,-583,798,-5128,33,-1700,-3100,-779,-1678,938,-2,19,146,-2,2466,561,0,4854,2340,393,215,334,249
France,Données temps réel,2020-03-27,03:15,49531,49350,49400,163,13,3067,40191,3811,0,7902,-583,798,-5959,33,,,,,,-2,19,146,-2,2471,598,0,4837,2524,541,216,333,249
France,Données temps réel,2020-03-27,03:30,48941,48800,48900,163,13,3036,40032,3812,0,7665,-592,797,-6117,33,-1700,-3100,-779,-1678,788,-2,19,146,-1,2473,564,0,4852,2403,410,216,332,249
France,Données temps réel,2020-03-27,03:45,48614,48500,48650,163,13,3042,40009,3926,0,7584,-648,799,-6408,33,,,,,,-2,19,146,-1,2472,571,0,4844,2350,390,216,334,249
France,Données temps réel,2020-03-27,04:00,48393,48200,48400,163,13,3042,39970,4016,0,7773,-647,799,-6870,33,-1550,-2229,-773,-1786,-758,-2,19,146,-1,2473,570,0,4859,2526,388,217,333,249
France,Données temps réel,2020-03-27,04:15,48410,48100,48300,163,13,3044,39813,3976,0,7859,-597,798,-6793,33,,,,,,-2,19,146,-1,2475,570,0,4877,2592,390,215,334,249
France,Données temps réel,2020-03-27,04:30,48224,48000,48200,163,13,3039,39248,3921,0,7847,-601,798,-6341,33,-1550,-2229,-773,-1786,-958,-2,19,146,-2,2475,566,0,4866,2590,391,215,334,249
France,Données temps réel,2020-03-27,04:45,48210,48350,48450,163,12,3079,39335,3915,0,8239,-598,798,-6865,33,,,,,,-2,19,146,-2,2475,606,0,4856,2817,566,216,333,249
France,Données temps réel,2020-03-27,05:00,48674,48700,48700,162,13,3031,39534,3846,0,7959,-604,799,-6197,33,-1500,-1409,-1441,-1310,-701,-3,19,146,-1,2473,559,0,4799,2761,399,216,334,249
France,Données temps réel,2020-03-27,05:15,49425,49150,49300,162,13,3041,39753,3782,0,8710,-496,799,-6468,32,,,,,,-3,19,146,-1,2480,562,0,5119,3002,589,216,334,249
France,Données temps réel,2020-03-27,05:30,49791,49600,49900,163,13,3045,39735,3690,0,8690,-174,798,-6300,32,-1500,-1409,-1441,-1310,-1201,-2,19,146,-2,2479,568,0,5074,3012,604,216,333,249
France,Données temps réel,2020-03-27,05:45,50117,50250,50400,163,13,3077,39901,3625,0,9060,-167,800,-6480,32,,,,,,-2,19,146,-1,2477,601,0,5093,3203,764,216,335,249
France,Données temps réel,2020-03-27,06:00,50850,50900,50900,163,13,3062,39769,3585,0,10192,-158,796,-6702,32,-1500,-1325,-1766,-285,-2307,-2,19,146,-1,2479,584,0,5219,4321,652,214,333,249
France,Données temps réel,2020-03-27,06:15,52127,51350,51500,162,12,3135,39945,3497,0,11394,-160,797,-6797,31,,,,,,-3,19,146,-2,2480,657,0,5735,4846,813,215,333,249
France,Données temps réel,2020-03-27,06:30,52157,51800,52100,165,12,3098,39795,3413,0,11800,0,800,-7081,31,-1500,-1325,-1766,-285,-2669,0,19,146,-1,2478,621,0,5993,4774,1033,217,334,249
France,Données temps réel,2020-03-27,06:45,52282,52050,52300,167,13,3104,39905,3374,0,12481,0,799,-7733,31,,,,,,2,19,146,-1,2481,624,0,6077,5181,1223,217,333,249
France,Données temps réel,2020-03-27,07:00,52547,52300,52500,167,13,3106,39923,3325,0,12297,0,801,-7278,31,-1650,-967,-1680,-251,-2212,2,19,146,-1,2482,625,0,6171,4905,1221,218,334,249
France,Données temps réel,2020-03-27,07:15,53022,52700,52950,167,13,3081,39867,3287,0,12415,0,798,-6931,31,,,,,,2,19,146,-1,2475,607,0,6384,4837,1194,218,331,249
France,Données temps réel,2020-03-27,07:30,53377,53100,53400,165,13,3096,39881,3178,526,12541,0,799,-6822,31,-1650,-967,-1680,-251,-1812,0,19,146,-2,2480,618,0,6414,4880,1247,217,333,249
France,Données temps réel,2020-03-27,07:45,53763,53500,53800,166,13,3100,39972,3087,784,12504,0,799,-6662,30,,,,,,1,19,146,-1,2480,621,0,6389,4865,1250,218,332,249
France,Données temps réel,2020-03-27,08:00,54178,53900,54200,167,13,3118,39926,2941,1097,12978,0,797,-6859,30,-1751,-1749,-1680,-840,-1492,2,19,146,-1,2489,630,0,6393,5093,1492,217,331,249
France,Données temps réel,2020-03-27,08:15,54486,54250,54450,167,13,3112,39960,2700,1529,13388,0,798,-7181,30,,,,,,2,19,146,-1,2479,634,0,6466,5091,1831,216,333,249
France,Données temps réel,2020-03-27,08:30,54740,54600,54700,166,13,3131,39969,2380,1961,13129,0,797,-6806,30,-1751,-1749,-1680,-840,-542,1,19,146,-2,2477,656,0,6458,4915,1756,214,334,249
France,Données temps réel,2020-03-27,08:45,55065,54850,54900,167,13,3115,39846,2067,2467,12654,0,796,-6060,30,,,,,,2,19,146,-2,2478,639,0,6441,4781,1432,215,332,249
France,Données temps réel,2020-03-27,09:00,54918,55100,55100,167,14,3153,39732,1881,2958,12694,0,798,-6479,30,-1800,-3222,-1680,-659,913,2,19,146,-2,2515,640,0,6419,4863,1412,217,332,249
France,Données temps réel,2020-03-27,09:15,54799,55050,54900,167,13,3183,39770,1688,3372,11744,-10,798,-5926,31,,,,,,2,19,146,-2,2499,686,0,6067,4598,1079,216,333,249
France,Données temps réel,2020-03-27,09:30,54649,55000,54700,167,13,2922,39737,1561,3721,11747,-33,795,-5981,29,-1800,-3222,-1680,-659,1551,2,19,146,-1,2502,421,0,6095,4589,1063,214,332,249
France,Données temps réel,2020-03-27,09:45,54497,54850,54450,166,12,2579,39622,1521,4184,11532,-49,793,-5863,27,,,,,,1,19,146,-1,2498,82,0,6048,4476,1008,214,330,249
France,Données temps réel,2020-03-27,10:00,54215,54700,54200,166,13,2581,39529,1510,4586,11071,-55,793,-5979,27,-1700,-3528,-1671,-1649,2576,1,19,146,-2,2498,85,0,6025,4110,936,215,329,249
France,Données temps réel,2020-03-27,10:15,53748,54500,53850,167,9,2564,39632,1470,4967,10122,-55,792,-5920,27,,,,,,2,19,146,-2,2479,87,0,5727,3900,495,213,330,249
France,Données temps réel,2020-03-27,10:30,53536,54300,53500,168,9,2551,39566,1547,5212,9618,-55,795,-5875,27,-1700,-3528,-1671,-1649,3228,3,19,146,-1,2479,73,0,5707,3423,488,215,331,249
France,Données temps réel,2020-03-27,10:45,53318,54300,53350,168,10,2600,39314,1618,5549,8857,-26,795,-5567,28,,,,,,3,19,146,-1,2482,119,0,5680,2975,202,215,331,249
France,Données temps réel,2020-03-27,11:00,53199,54300,53200,168,10,2610,39363,1786,5707,8592,0,791,-5828,28,-1800,-3570,-1671,-1425,3171,3,19,146,-2,2484,128,0,5713,2731,148,211,331,249
France,Données temps réel,2020-03-27,11:15,53052,54450,53250,167,9,2594,39378,1946,5952,8125,0,792,-5911,27,,,,,,2,19,146,-1,2451,144,0,5453,2444,228,212,331,249
France,Données temps réel,2020-03-27,11:30,53262,54600,53300,166,9,2536,39295,2133,6061,7980,0,792,-5710,27,-1800,-3570,-1671,-1425,3221,1,19,146,-1,2419,118,0,5407,2412,161,211,332,249
France,Données temps réel,2020-03-27,11:45,53684,55550,54200,166,9,2546,39333,2298,6225,7940,0,794,-5627,27,,,,,,1,19,146,-1,2418,129,0,5371,2424,145,213,332,249
France,Données temps réel,2020-03-27,12:00,54457,56500,55100,167,10,2541,39360,2405,6456,8107,0,798,-5387,27,-1800,-3453,-1671,-1269,4011,2,19,146,-1,2418,124,0,5439,2491,177,214,335,249
France,Données temps réel,2020-03-27,12:15,54842,56250,55300,167,14,2542,39371,2411,6436,8106,0,796,-5001,27,,,,,,2,19,146,-2,2404,140,0,5292,2595,219,213,334,249
France,Données temps réel,2020-03-27,12:30,55002,56000,55500,167,15,2490,39291,2448,6461,7984,0,796,-4650,26,-1800,-3453,-1671,-1269,4080,2,19,146,-1,2398,93,0,5325,2516,143,212,335,249
France,Données temps réel,2020-03-27,12:45,55694,56600,55700,167,13,2497,39416,2412,6369,8308,0,794,-4282,26,,,,,,2,19,146,-1,2404,94,0,5304,2735,269,211,334,249
France,Données temps réel,2020-03-27,13:00,54442,57200,55900,166,14,2520,39238,2295,6275,7997,0,797,-4860,27,-1799,-3453,-1671,-768,1837,1,19,146,-2,2400,122,0,5306,2581,110,213,335,249
France,Données temps réel,2020-03-27,13:15,53505,55600,54200,167,13,2523,38956,2186,6341,8852,0,796,-6329,27,,,,,,2,19,146,-1,2393,131,0,5283,2995,574,213,334,249
France,Données temps réel,2020-03-27,13:30,52544,54000,52500,166,13,2532,38480,2069,6157,8365,0,795,-6033,27,-1799,-3453,-1671,-768,1837,1,19,146,-1,2393,140,0,5241,2661,463,213,333,249
France,Données temps réel,2020-03-27,13:45,51682,53350,51800,166,14,2539,38351,2006,6137,8107,-51,795,-6382,28,,,,,,1,19,146,-2,2386,155,0,5237,2447,423,213,333,249
France,Données temps réel,2020-03-27,14:00,51129,52700,51100,166,14,2537,38252,1969,6066,8097,-211,792,-6553,28,-1800,-3453,-1671,-1173,197,1,19,146,-1,2384,154,0,5178,2495,424,211,332,249
France,Données temps réel,2020-03-27,14:15,50634,52250,50700,165,14,2528,38535,1993,5846,8598,-318,794,-7521,27,,,,,,0,19,146,-2,2376,154,0,5163,2849,586,213,332,249
France,Données temps réel,2020-03-27,14:30,49771,51800,50300,167,12,2511,38591,2008,5760,8551,-390,793,-8232,27,-1800,-3453,-1671,-1173,-264,2,19,146,-2,2384,129,0,5157,2836,558,211,333,249
France,Données temps réel,2020-03-27,14:45,48936,50850,49300,167,14,2508,38593,2070,5576,8420,-388,797,-8821,27,,,,,,2,19,146,-1,2382,127,0,5036,2808,576,214,334,249
France,Données temps réel,2020-03-27,15:00,48312,49900,48300,166,14,2470,38327,2159,5340,7936,-390,795,-8505,28,-1800,-3400,-1671,-345,-1470,1,19,146,-1,2384,87,0,4916,2573,447,213,333,249
France,Données temps réel,2020-03-27,15:15,47993,49450,47850,167,14,2500,38447,2263,5124,8063,-397,795,-8983,28,,,,,,2,19,146,-2,2380,122,0,5029,2912,122,213,333,249
France,Données temps réel,2020-03-27,15:30,47362,49000,47400,167,14,2559,38475,2283,4865,7978,-394,795,-9380,28,-1800,-3400,-1671,-345,-2478,2,19,146,-2,2380,181,0,5057,2815,106,213,333,249
France,Données temps réel,2020-03-27,15:45,46969,48700,47050,167,13,2735,38753,2469,4577,8069,-400,797,-10211,29,,,,,,2,19,146,-2,2379,358,0,4966,2936,167,214,334,249
France,Données temps réel,2020-03-27,16:00,46580,48400,46700,165,13,2697,38899,2495,4208,7931,-395,796,-10229,29,-1523,-3400,-1770,-2381,-1094,0,19,146,-1,2379,319,0,4967,2829,135,213,334,249
France,Données temps réel,2020-03-27,16:15,46226,48000,46500,165,14,2861,38987,2512,3869,7715,-395,795,-10297,31,,,,,,0,19,146,-1,2376,486,0,4975,2551,189,213,333,249
France,Données temps réel,2020-03-27,16:30,45804,47600,46300,165,13,2902,39278,2585,3444,7946,-395,797,-10931,31,-1523,-3400,-1770,-2381,-2309,0,19,146,-1,2377,526,0,5025,2668,253,215,333,249
France,Données temps réel,2020-03-27,16:45,45617,47200,46050,163,13,2904,39455,2633,3016,8472,-331,796,-11504,31,,,,,,-2,19,146,-1,2376,529,0,5049,3030,393,214,333,249
France,Données temps réel,2020-03-27,17:00,45653,46800,45800,165,13,2897,39167,2607,2622,8226,-333,794,-10505,31,-2000,-3400,-1770,-2574,341,0,19,146,-1,2375,523,0,5064,2820,342,212,333,249
France,Données temps réel,2020-03-27,17:15,45386,47000,45950,229,13,3069,39037,2668,2218,7973,-330,794,-10285,34,,,,,,64,19,146,42,2386,641,0,5218,2609,146,213,332,249
France,Données temps réel,2020-03-27,17:30,45589,47200,46100,244,13,3328,39144,2683,1801,8274,-332,795,-10361,36,-2000,-3400,-1770,-2574,-706,79,19,146,193,2385,750,0,5234,2880,160,214,332,249
France,Données temps réel,2020-03-27,17:45,45866,47800,46650,244,14,3437,39302,2730,1383,9379,-6,795,-11412,36,,,,,,79,19,146,199,2382,856,0,5373,3533,473,214,332,249
France,Données temps réel,2020-03-27,18:00,46637,48400,47200,244,14,3435,39131,2711,1003,9632,-6,793,-10320,36,-2000,-3400,-1770,-2743,905,79,19,146,199,2378,858,0,5482,3676,474,212,332,249
France,Données temps réel,2020-03-27,18:15,47231,49450,48200,243,13,3566,39069,2666,717,9586,-7,792,-9414,37,,,,,,78,19,146,199,2428,939,0,5768,3511,307,212,331,249
France,Données temps réel,2020-03-27,18:30,48316,50500,49200,244,15,3686,39310,2650,472,10317,-6,789,-9161,37,-2000,-3400,-1770,-2743,679,79,19,146,199,2422,1065,0,5921,3912,484,207,333,249
France,Données temps réel,2020-03-27,18:45,49883,52150,50800,243,14,3650,39420,2579,306,12076,-7,795,-9193,36,,,,,,78,19,146,201,2428,1021,0,5969,4494,1613,212,334,249
France,Données temps réel,2020-03-27,19:00,51869,53800,52400,243,14,3814,39301,2530,181,13227,-6,793,-8228,37,-2000,-2540,-1770,-1024,233,78,19,146,201,2443,1170,0,5967,5512,1748,211,333,249
France,Données temps réel,2020-03-27,19:15,53084,55300,53850,243,14,3774,39232,2599,149,13357,-6,792,-7070,36,,,,,,78,19,146,177,2447,1150,0,6337,5305,1715,213,330,249
France,Données temps réel,2020-03-27,19:30,54873,56800,55300,244,14,3546,39400,2679,144,14647,-7,794,-6588,34,-2000,-2540,-1770,-1024,857,79,19,146,20,2446,1080,0,6407,5907,2333,213,332,249
France,Données temps réel,2020-03-27,19:45,55233,56700,55150,244,13,3535,39393,2713,0,14621,-7,794,-6203,34,,,,,,79,19,146,-1,2449,1087,0,6410,5633,2578,213,332,249
France,Données temps réel,2020-03-27,20:00,55165,56600,55000,244,13,3608,39711,2773,0,14736,-7,796,-6835,34,-2000,-3653,-1770,-862,946,79,19,146,-2,2448,1162,0,6457,5681,2598,213,334,249
France,Données temps réel,2020-03-27,20:15,54233,55500,53800,245,13,3691,39670,2819,0,14392,-6,794,-7506,35,,,,,,80,19,146,-1,2447,1245,0,6377,5434,2581,213,332,249
France,Données temps réel,2020-03-27,20:30,53103,54400,52600,245,14,3649,39572,2828,0,13311,-7,797,-7435,35,-2000,-3653,-1770,-751,1362,80,19,146,-1,2446,1204,0,6312,4889,2110,214,334,249
France,Données temps réel,2020-03-27,20:45,52166,53800,51950,163,13,3326,39722,2909,0,12055,-7,794,-6935,33,,,,,,-2,19,146,-2,2410,918,0,5946,4891,1218,212,333,249
France,Données temps réel,2020-03-27,21:00,51811,53200,51300,163,13,3140,39671,2915,0,12010,-7,794,-7015,31,-2000,-3653,-1770,-793,278,-2,19,146,-1,2411,730,0,5937,4825,1248,212,333,249
France,Données temps réel,2020-03-27,21:15,51430,52650,50650,163,13,3180,39802,2981,0,12086,-6,798,-7717,32,,,,,,-2,19,146,-1,2421,760,0,5845,4823,1418,214,335,249
France,Données temps réel,2020-03-27,21:30,50630,52100,50000,163,13,3127,39683,3026,0,11503,-34,797,-7777,32,-2000,-3653,-1770,-793,831,-2,19,146,-2,2423,706,0,5832,4437,1234,214,334,249
France,Données temps réel,2020-03-27,21:45,50127,51700,49550,163,13,3183,39606,3053,0,10905,-59,797,-7665,32,,,,,,-2,19,146,-1,2424,760,0,5827,4016,1062,215,333,249
France,Données temps réel,2020-03-27,22:00,49939,51300,49100,163,13,3155,39622,3132,0,10570,-223,796,-7416,32,-2000,-3400,-1770,-857,1085,-2,19,146,-1,2424,732,0,5983,3652,935,214,333,249
France,Données temps réel,2020-03-27,22:15,50276,52050,49750,163,13,3164,39719,3087,0,10896,-223,797,-7467,32,,,,,,-2,19,146,-1,2431,734,0,6062,3748,1086,215,333,249
France,Données temps réel,2020-03-27,22:30,51356,52800,50400,163,13,3167,39742,3028,0,11244,-220,784,-6687,32,-2000,-3400,-1770,-857,1692,-2,19,146,-2,2431,738,0,6089,4053,1102,202,333,249
France,Données temps réel,2020-03-27,22:45,53599,53900,51450,163,13,3140,39760,2956,0,12532,-222,783,-5655,31,,,,,,-2,19,146,-1,2430,711,0,6193,4728,1611,200,334,249
France,Données temps réel,2020-03-27,23:00,53529,55000,52500,163,13,3172,39751,2936,0,12939,-220,795,-6143,31,-1802,-3283,-1862,-731,1867,-2,19,146,-1,2429,744,0,6187,4514,2238,214,332,249
France,Données temps réel,2020-03-27,23:15,53643,55500,53000,163,13,3138,39764,2850,0,12955,-168,796,-5989,31,,,,,,-2,19,146,-1,2437,702,0,5935,4618,2402,214,333,249
France,Données temps réel,2020-03-27,23:30,53609,56000,53500,163,13,3140,39774,2747,0,12222,-169,797,-5203,32,-1802,-3283,-1862,-640,2337,-2,19,146,-2,2439,703,0,5959,4547,1716,215,333,249
France,Données temps réel,2020-03-27,23:45,54158,54250,53000,163,13,3150,39761,2692,0,12242,-169,798,-4618,32,,,,,,-2,19,146,-2,2438,714,0,5915,4476,1851,216,333,249
France,Données temps réel,2020-03-28,00:00,53444,52500,53400,163,13,3202,39814,2631,0,12515,-167,798,-5647,32,-1605,-3036,-1786,-1694,1216,-2,19,146,-1,2431,772,0,6023,4635,1857,215,334,249
France,Données temps réel,2020-03-28,00:15,53402,51650,52700,162,13,3062,39974,2589,0,13324,-161,798,-6483,30,,,,,,-3,19,146,-1,2348,715,0,6124,5018,2182,215,334,249
France,Données temps réel,2020-03-28,00:30,51999,50800,52000,163,13,3051,39797,2553,0,12381,-167,798,-6713,31,-1605,-3036,-1786,-1694,1216,-2,19,146,-1,2327,725,0,6054,4525,1802,215,334,249
France,Données temps réel,2020-03-28,00:45,50337,49850,50900,163,13,3083,39663,2483,0,11085,-163,799,-6913,32,,,,,,-2,19,146,-1,2334,750,0,5941,3914,1230,214,336,249
