Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,2020-03-04,11:00,72433,73800,72400,169,9,8026,47619,2990,2426,11598,-43,766,-1127,53,-2000,1043,-3139,45,2356,2,21,146,-1,2811,5216,0,6907,3139,1552,201,316,249
France,Données temps réel,2020-03-04,11:15,72373,73800,72400,168,10,8070,47611,3047,2422,11920,-50,769,-1594,53,,,,,,1,21,146,-1,2795,5276,0,6942,3272,1706,202,318,249
France,Données temps réel,2020-03-04,11:30,72442,73800,72400,169,8,8019,47614,3117,2594,11535,-49,768,-1333,53,-2000,1043,-3139,45,2559,2,21,146,-1,2768,5252,0,6914,3304,1317,201,318,249
France,Données temps réel,2020-03-04,11:45,72690,73950,72700,169,9,7983,47639,3132,2641,11343,-49,770,-947,53,,,,,,2,21,146,-1,2765,5219,0,6887,3129,1327,203,318,249
France,Données temps réel,2020-03-04,12:00,72722,74100,73000,167,9,7917,47551,3198,2775,11309,-50,769,-923,53,-2000,1251,-3002,227,2136,0,21,146,-1,2763,5155,0,6838,3134,1337,202,318,249
France,Données temps réel,2020-03-04,12:15,72511,73450,72450,169,9,7837,47573,3252,2692,11304,-43,769,-1051,52,,,,,,2,21,146,-1,2756,5082,0,6854,3129,1321,202,318,249
France,Données temps réel,2020-03-04,12:30,72398,72800,71900,168,9,7883,47576,3491,2627,11277,-42,767,-1358,52,-2000,1251,-3002,227,2335,1,21,146,-1,2752,5132,0,6785,3185,1307,201,317,249
France,Données temps réel,2020-03-04,12:45,72923,73400,72500,169,9,7851,47558,3698,2431,11411,-45,769,-928,52,,,,,,2,21,146,-1,2753,5099,0,6844,3273,1294,203,317,249
France,Données temps réel,2020-03-04,13:00,71833,74000,73100,168,9,7802,47550,3722,2516,11672,-214,770,-2162,52,-2000,737,-3091,-493,1420,1,21,146,-1,2750,5053,0,6858,3361,1453,203,318,249
France,Données temps réel,2020-03-04,13:15,71342,72800,71900,169,9,7863,47559,3780,2362,12267,-227,768,-3208,52,,,,,,2,21,146,-1,2747,5117,0,6891,3815,1561,202,317,249
France,Données temps réel,2020-03-04,13:30,70624,71600,70700,169,9,7854,47573,3895,2381,12152,-233,771,-3947,52,-2000,737,-3091,-493,1485,2,21,146,0,2746,5108,0,6886,3727,1539,203,319,249
France,Données temps réel,2020-03-04,13:45,70772,71200,70400,168,9,7807,47529,3962,2198,11936,-193,769,-3413,52,,,,,,1,21,146,-1,2741,5067,0,6793,3596,1547,202,318,249
France,Données temps réel,2020-03-04,14:00,70131,70800,70100,168,8,7768,47442,3963,2123,11773,-199,769,-3684,52,-2000,1482,-3091,-1336,81,1,21,146,0,2745,5023,0,6791,3473,1509,202,318,249
France,Données temps réel,2020-03-04,14:15,69883,70700,69900,169,9,7994,47495,3963,1980,12496,-250,771,-4744,52,,,,,,2,21,146,0,2742,5252,0,6693,4070,1733,204,318,249
France,Données temps réel,2020-03-04,14:30,69188,70600,69700,168,9,7872,47464,4082,1906,11822,-247,769,-4657,52,-2000,1482,-3091,-1336,-187,1,21,146,0,2740,5132,0,6666,3732,1424,203,317,249
France,Données temps réel,2020-03-04,14:45,68199,69400,68800,169,9,7916,47477,4060,1793,11777,-224,767,-5545,53,,,,,,2,21,146,-1,2743,5174,0,6698,3673,1406,202,316,249
France,Données temps réel,2020-03-04,15:00,67792,68200,67900,169,8,7787,47433,4118,1654,11653,-236,766,-5560,52,-2000,1459,-3020,-1477,-1161,2,21,146,0,2740,5047,0,6736,3562,1355,201,316,249
France,Données temps réel,2020-03-04,15:15,67219,67700,67250,169,7,7785,47443,4214,1509,11504,-249,770,-5933,52,,,,,,2,21,146,-1,2769,5017,0,6738,3579,1187,204,317,249
France,Données temps réel,2020-03-04,15:30,66951,67200,66600,169,10,7818,47426,4280,1453,11289,-209,769,-6054,53,-2000,1459,-3020,-1477,-1580,2,21,146,0,2738,5080,0,6733,3369,1187,203,317,249
France,Données temps réel,2020-03-04,15:45,66537,66800,66000,169,11,7861,47353,4422,1396,11395,-202,770,-6638,53,,,,,,2,21,146,-1,2732,5130,0,6781,3423,1191,204,317,249
France,Données temps réel,2020-03-04,16:00,66357,66400,65400,168,14,7873,47226,4379,1347,11845,-369,772,-6898,53,-2000,1500,-3020,-1342,-3598,1,21,146,-1,2729,5145,0,6879,3536,1430,204,319,249
France,Données temps réel,2020-03-04,16:15,66346,66100,64950,169,11,8041,47186,4654,1103,12760,-46,771,-8303,53,,,,,,2,21,146,-1,2734,5308,0,7095,3755,1910,203,319,249
France,Données temps réel,2020-03-04,16:30,66096,65800,64500,169,12,8029,47203,4803,975,12858,-53,772,-8672,53,-2000,1500,-3020,-1342,-4557,2,21,146,-1,2740,5290,0,7122,3821,1915,205,318,249
France,Données temps réel,2020-03-04,16:45,65949,65800,64550,169,11,8115,47267,4929,770,13293,-60,773,-9318,53,,,,,,2,21,146,0,2768,5347,0,7169,4074,2050,207,317,249
France,Données temps réel,2020-03-04,17:00,65886,65800,64600,168,14,8114,47161,4798,645,13400,-69,774,-9119,53,-2000,1500,-2867,-1871,-3835,1,21,146,-1,2742,5373,0,7266,4150,1984,207,318,249
France,Données temps réel,2020-03-04,17:15,65833,66250,65100,169,13,8018,47219,4835,528,13758,-62,771,-9416,52,,,,,,2,21,146,-2,2746,5274,0,7383,4314,2061,205,317,249
France,Données temps réel,2020-03-04,17:30,66177,66700,65600,169,9,7981,47301,4668,395,13874,-65,772,-8927,52,-2000,1500,-2867,-1871,-3985,2,21,146,-2,2748,5235,0,7428,4492,1954,205,318,249
France,Données temps réel,2020-03-04,17:45,66349,67450,66400,169,9,7987,47324,4729,289,14221,-75,774,-9078,52,,,,,,2,21,146,-2,2745,5244,0,7446,4733,2042,207,318,249
France,Données temps réel,2020-03-04,18:00,67322,68200,67200,169,9,7942,47313,4668,194,12896,-76,767,-6560,53,-2000,1500,-2283,-256,-256,2,21,146,-1,2789,5154,0,7280,4016,1600,201,317,249
France,Données temps réel,2020-03-04,18:15,68132,69600,68650,169,9,7593,46993,4823,164,11313,-47,772,-3657,52,,,,,,2,21,146,0,2791,4802,0,7282,2800,1231,206,317,249
France,Données temps réel,2020-03-04,18:30,69469,71000,70100,227,8,7800,47274,4939,145,11960,-61,774,-3597,53,-2000,1500,-2283,-256,-457,60,21,146,-1,2791,5010,0,7357,3038,1565,208,317,249
France,Données temps réel,2020-03-04,18:45,71335,73250,72400,805,7,8061,47215,5097,141,14028,-65,770,-4724,58,,,,,,638,21,146,0,2791,5270,0,7518,4188,2322,205,316,249
France,Données temps réel,2020-03-04,19:00,73318,75500,74700,930,7,7999,47162,5178,135,15008,-64,771,-3808,58,-2000,1500,-2453,149,-1327,763,21,146,0,2790,5209,0,7505,4597,2906,205,317,249
France,Données temps réel,2020-03-04,19:15,73307,75450,74650,985,7,8108,47255,5304,133,15103,-67,773,-4294,59,,,,,,818,21,146,0,2797,5311,0,7517,4651,2935,207,317,249
France,Données temps réel,2020-03-04,19:30,72838,75400,74600,984,7,8107,47234,5274,137,14712,-65,771,-4323,60,-2000,1500,-2453,149,-536,817,21,146,0,2796,5311,0,7501,4547,2664,205,317,249
France,Données temps réel,2020-03-04,19:45,71872,74400,73600,986,6,7950,47011,5452,0,13893,-51,774,-4277,59,,,,,,819,21,146,0,2796,5154,0,7492,4086,2315,207,318,249
France,Données temps réel,2020-03-04,20:00,71040,73400,72600,987,5,7928,47084,5525,0,13094,-50,771,-4436,60,-2000,990,-3049,270,-753,820,21,146,-1,2797,5132,0,7491,4002,1601,205,317,249
France,Données temps réel,2020-03-04,20:15,69605,72000,71150,992,6,7956,47168,5704,0,12267,-50,772,-5336,61,,,,,,825,21,146,-1,2759,5198,0,7468,3741,1058,206,317,249
France,Données temps réel,2020-03-04,20:30,68305,70600,69700,429,6,7854,47220,5634,0,11418,-60,778,-5107,55,-2000,990,-3049,270,-94,262,21,146,0,2759,5095,0,7364,3210,844,208,321,249
France,Données temps réel,2020-03-04,20:45,67362,69450,68550,246,6,7676,47054,5511,0,10436,-43,776,-4428,54,,,,,,79,21,146,-2,2756,4922,0,7293,2951,192,208,319,249
France,Données temps réel,2020-03-04,21:00,66359,68300,67400,246,6,7660,47129,5513,0,10973,-44,774,-6027,53,-2000,662,-3125,-164,-2818,79,21,146,0,2733,4927,0,7315,3221,437,206,319,249
France,Données temps réel,2020-03-04,21:15,65844,67250,66350,247,6,7624,47259,5528,0,12024,-62,778,-7688,52,,,,,,80,21,146,-1,2649,4976,0,7310,3951,763,207,322,249
France,Données temps réel,2020-03-04,21:30,64502,66200,65300,179,6,7248,47079,5444,0,11026,-57,777,-7332,50,-2000,662,-3125,-164,-2203,12,21,146,-1,2598,4651,0,7163,3185,678,206,322,249
France,Données temps réel,2020-03-04,21:45,63772,65350,64450,168,6,6987,46422,5408,0,10769,-53,786,-6849,49,,,,,,1,21,146,-1,2599,4389,0,7059,3074,636,205,332,249
France,Données temps réel,2020-03-04,22:00,63389,64500,63600,169,4,7175,45266,5211,0,11002,-47,795,-6313,51,-2000,1500,-3189,-1069,-1687,2,21,146,-2,2600,4577,0,7046,3234,722,210,336,249
France,Données temps réel,2020-03-04,22:15,63184,64950,64000,169,4,7549,45060,5086,0,11418,-15,789,-7004,53,,,,,,2,21,146,-2,2603,4948,0,6891,3623,904,207,333,249
France,Données temps réel,2020-03-04,22:30,63914,65400,64400,168,3,7536,45062,5033,0,11663,-15,790,-6454,53,-2000,1500,-3189,-1069,-768,1,21,146,-1,2602,4935,0,6898,3924,841,207,334,249
France,Données temps réel,2020-03-04,22:45,65524,66650,65650,168,0,7670,45037,5056,0,12122,-52,789,-5395,53,,,,,,1,21,146,-1,2604,5067,0,6958,4266,898,208,332,249
France,Données temps réel,2020-03-04,23:00,65112,67900,66900,168,0,7610,45025,4989,0,12011,-48,789,-5562,53,-2000,1500,-3037,-716,-357,1,21,146,0,2602,5008,0,6966,4206,839,207,333,249
France,Données temps réel,2020-03-04,23:15,64674,67450,66700,168,0,7519,45056,4842,0,11551,-50,788,-5332,53,,,,,,1,21,146,-1,2600,4920,0,6743,3982,826,206,333,249
France,Données temps réel,2020-03-04,23:30,64345,67000,66500,168,0,7374,44939,4818,0,10664,-38,789,-4494,53,-2000,1500,-3037,-716,168,1,21,146,0,2599,4775,0,6719,3637,308,205,335,249
France,Données temps réel,2020-03-04,23:45,64688,66250,66150,168,-1,7370,44835,4866,0,10628,-33,792,-4066,53,,,,,,1,21,146,-1,2602,4769,0,6734,3586,308,204,339,249
France,Données temps réel,2020-03-05,00:00,63679,65500,63700,169,0,7333,44876,4894,0,10616,-31,794,-5106,53,-2000,1550,-2516,-1846,-875,2,21,146,-2,2600,4735,0,6761,3604,251,208,337,249
France,Données temps réel,2020-03-05,00:15,63286,64350,62600,168,-1,7594,44997,4882,0,10998,-36,793,-6242,54,,,,,,1,21,146,-1,2593,5002,0,6801,4026,171,207,337,249
France,Données temps réel,2020-03-05,00:30,61507,63200,61500,167,-1,7322,44864,4834,0,9552,-26,792,-6123,54,-2000,1550,-2516,-1846,-875,0,21,146,-1,2594,4729,0,6756,2778,18,206,337,249
France,Données temps réel,2020-03-05,00:45,60057,62050,60400,167,-1,6562,44770,4827,0,9083,-8,793,-6262,50,,,,,,0,21,146,-1,2575,3988,0,6638,2443,2,207,337,249
France,Données temps réel,2020-03-05,01:00,59479,60900,59300,169,-1,6590,44500,4716,0,9274,-8,789,-6675,50,-2000,1600,-2516,-2213,-2252,2,21,146,-2,2574,4018,0,6655,2617,2,203,337,249
France,Données temps réel,2020-03-05,01:15,59827,61600,59850,167,46,6998,44980,4603,0,9749,-22,793,-7615,52,,,,,,0,21,146,-2,2575,4425,0,6613,3134,2,205,339,249
France,Données temps réel,2020-03-05,01:30,59475,62300,60400,168,121,6856,44722,4549,0,9586,-29,796,-7425,53,-2000,1600,-2516,-2213,-2227,1,21,146,-2,2576,4282,0,6613,2971,2,206,341,249
France,Données temps réel,2020-03-05,01:45,59489,62000,60050,168,149,7059,44646,4484,0,9558,-34,795,-7463,55,,,,,,1,21,146,0,2576,4483,0,6608,2948,2,207,339,249
France,Données temps réel,2020-03-05,02:00,58974,61700,59700,169,173,7020,44544,4440,0,9640,-34,794,-7898,55,-2000,1600,-2516,-3046,-2706,2,21,146,0,2591,4429,0,6636,2933,71,206,339,249
France,Données temps réel,2020-03-05,02:15,59310,60900,58800,168,188,7356,45019,4288,0,10145,-50,793,-8720,56,,,,,,1,21,146,0,2594,4762,0,6666,3341,138,204,340,249
France,Données temps réel,2020-03-05,02:30,57935,60100,57900,169,216,7132,44712,4330,0,9777,-754,796,-8573,57,-2000,1600,-2516,-3046,-2767,2,21,146,-1,2594,4539,0,6661,3025,91,207,340,249
France,Données temps réel,2020-03-05,02:45,57094,59100,57150,168,248,7042,44642,4236,0,9503,-752,794,-8918,57,,,,,,1,21,146,0,2594,4448,0,6573,2840,90,206,339,249
France,Données temps réel,2020-03-05,03:00,56418,58100,56400,168,301,6990,44207,4168,0,9475,-758,795,-9056,58,-2000,1600,-2516,-3051,-4026,1,21,146,-1,2592,4399,0,6560,2830,85,207,339,249
France,Données temps réel,2020-03-05,03:15,55715,57500,55700,168,303,6537,44490,4217,0,9560,-758,795,-9728,55,,,,,,1,21,146,-2,2593,3946,0,6485,2957,118,207,339,249
France,Données temps réel,2020-03-05,03:30,55085,56900,55000,169,345,6449,44643,4260,0,9487,-1179,793,-10019,55,-2000,1600,-2516,-3051,-4074,2,21,146,0,2590,3859,0,6497,2899,91,205,339,249
France,Données temps réel,2020-03-05,03:45,54452,56350,54700,169,347,6361,44621,4343,0,9480,-1415,790,-10374,55,,,,,,2,21,146,0,2592,3769,0,6505,2905,70,203,338,249
France,Données temps réel,2020-03-05,04:00,54400,55800,54400,168,308,6279,44556,4373,0,9266,-1419,794,-10058,54,-2000,1573,-2516,-3051,-3782,1,21,146,0,2588,3691,0,6483,2735,48,204,341,249
France,Données temps réel,2020-03-05,04:15,54311,55800,54050,168,311,6235,44589,4382,0,9111,-1406,791,-10001,54,,,,,,1,21,146,-1,2585,3651,0,6493,2571,47,202,340,249
France,Données temps réel,2020-03-05,04:30,53986,55800,53700,168,298,6188,44520,4369,0,8973,-1364,794,-10090,54,-2000,1573,-2516,-3051,-3796,1,21,146,-2,2587,3603,0,6487,2448,38,205,340,249
France,Données temps réel,2020-03-05,04:45,54114,56250,54150,169,315,6370,44804,4353,0,9031,-1685,794,-10162,55,,,,,,2,21,146,-2,2586,3786,0,6521,2453,57,205,340,249
France,Données temps réel,2020-03-05,05:00,54513,56700,54600,168,342,6318,44650,4493,0,9086,-1690,793,-9778,55,-2000,1600,-2516,-3051,-2560,1,21,146,-2,2589,3731,0,6484,2547,55,203,341,249
France,Données temps réel,2020-03-05,05:15,55805,57250,55350,169,403,6564,44858,4571,0,9350,-1685,795,-9345,57,,,,,,2,21,146,-2,2585,3981,0,6494,2769,87,205,341,249
France,Données temps réel,2020-03-05,05:30,56065,57800,56100,169,461,6665,44948,4727,0,9301,-1691,792,-9439,58,-2000,1600,-2516,-3051,-2515,2,21,146,-1,2585,4081,0,6509,2722,70,202,341,249
France,Données temps réel,2020-03-05,05:45,56725,58850,57100,168,498,6901,44990,4928,0,9382,-1687,794,-9377,60,,,,,,1,21,146,-1,2584,4318,0,6500,2806,76,204,341,249
France,Données temps réel,2020-03-05,06:00,58133,59900,58100,168,513,6945,44772,5115,0,9371,-1681,792,-7989,60,-1760,1600,-2516,-2878,-1354,1,21,146,-1,2599,4347,0,6498,2793,80,203,340,249
France,Données temps réel,2020-03-05,06:15,60276,61250,59750,168,471,7509,44785,5264,0,9614,-660,788,-7785,61,,,,,,1,21,146,0,2624,4885,0,6643,2884,87,201,338,249
France,Données temps réel,2020-03-05,06:30,61386,62600,61400,169,486,7602,44984,5412,0,9807,-38,792,-7959,61,-1760,1600,-2516,-2878,-1564,2,21,146,-1,2624,4979,0,6658,3038,111,204,339,249
France,Données temps réel,2020-03-05,06:45,62738,63950,62750,169,494,7767,45147,5557,0,10898,-39,793,-8179,61,,,,,,2,21,146,0,2627,5140,0,6830,3780,288,204,340,249
France,Données temps réel,2020-03-05,07:00,64160,65300,64100,169,526,7889,45082,5581,0,11902,-47,791,-7863,61,-1598,1500,-2924,-3052,-1939,2,21,146,0,2629,5260,0,7053,4093,756,203,339,249
France,Données temps réel,2020-03-05,07:15,65137,66050,64900,169,484,7947,45052,5933,0,12851,-58,795,-8185,60,,,,,,2,21,146,-1,2627,5321,0,7254,4192,1405,206,340,249
France,Données temps réel,2020-03-05,07:30,65503,66800,65700,169,497,7906,44940,6001,177,13387,-63,794,-8305,59,-1598,1500,-2924,-3052,-1982,2,21,146,-1,2629,5278,0,7279,4377,1731,205,340,249
France,Données temps réel,2020-03-05,07:45,66125,67250,66250,169,507,7921,44996,6116,197,13568,-49,794,-8094,59,,,,,,2,21,146,-1,2627,5295,0,7258,4498,1812,205,340,249
France,Données temps réel,2020-03-05,08:00,66777,67700,66800,168,505,7982,44959,6198,232,13547,-49,796,-7561,59,-1910,1500,-2924,-1906,-1803,1,21,146,0,2665,5317,0,7285,4463,1799,206,341,249
France,Données temps réel,2020-03-05,08:15,67069,68100,67100,168,485,7934,44890,6322,312,13170,-43,795,-6964,59,,,,,,1,21,146,-2,2660,5276,0,7314,4193,1663,206,340,249
France,Données temps réel,2020-03-05,08:30,67363,68500,67400,168,494,7905,44892,6395,404,13450,-46,794,-7093,59,-1910,1500,-2924,-1906,-1427,1,21,146,-2,2657,5250,0,7273,4197,1980,206,339,249
France,Données temps réel,2020-03-05,08:45,67912,68750,67750,169,504,7963,45024,6451,471,13492,-48,793,-6907,59,,,,,,2,21,146,0,2657,5306,0,7182,4269,2041,205,339,249
France,Données temps réel,2020-03-05,09:00,68027,69000,68100,169,517,7986,45075,6454,589,13246,-52,789,-6746,59,-2000,1500,-2832,-1566,-2112,2,21,146,-1,2657,5330,0,6960,3901,2385,201,339,249
France,Données temps réel,2020-03-05,09:15,68623,69300,68650,168,525,7907,45121,6550,665,13598,-63,793,-6641,58,,,,,,1,21,146,-1,2653,5255,0,6979,3982,2637,205,339,249
France,Données temps réel,2020-03-05,09:30,68662,69600,69200,169,522,7757,45185,6587,769,13524,-63,793,-6581,58,-2000,1500,-2832,-1566,-1789,2,21,146,-2,2648,5111,0,6983,4010,2531,206,338,249
France,Données temps réel,2020-03-05,09:45,68916,69650,69100,169,518,7729,45122,6698,797,13616,-47,790,-6476,57,,,,,,2,21,146,-1,2648,5082,0,7038,3980,2598,204,337,249
France,Données temps réel,2020-03-05,10:00,68960,69700,69000,167,516,7640,45119,6783,903,13585,-48,789,-6494,57,-2000,1500,-2832,-2433,-2255,0,21,146,-2,2637,5005,0,6990,4004,2591,203,337,249
France,Données temps réel,2020-03-05,10:15,69405,69600,69050,169,595,7625,45311,6906,971,14854,-65,789,-7750,56,,,,,,2,21,146,-1,2562,5064,0,7191,4705,2958,205,335,249
France,Données temps réel,2020-03-05,10:30,69075,69500,69100,168,536,7616,45085,6912,1087,14409,-58,791,-7471,56,-2000,1500,-2832,-2433,-1840,1,21,146,0,2561,5055,0,7226,4675,2508,206,336,249
France,Données temps réel,2020-03-05,10:45,69203,69550,69250,168,533,7588,45113,6886,1233,14189,-57,792,-7242,56,,,,,,1,21,146,-1,2560,5029,0,7186,4543,2460,206,337,249
France,Données temps réel,2020-03-05,11:00,69406,69600,69400,169,525,7590,45087,6919,1316,14023,-104,793,-6912,56,-2000,1500,-2832,-1976,-1208,2,21,146,0,2565,5025,0,7230,4507,2286,208,336,249
France,Données temps réel,2020-03-05,11:15,69785,69750,69950,169,526,7603,45216,7042,1365,13692,-53,791,-6566,56,,,,,,2,21,146,0,2573,5030,0,7176,4350,2166,206,336,249
France,Données temps réel,2020-03-05,11:30,70535,69900,70500,169,521,7657,45218,7307,1446,14014,-53,789,-6533,56,-2000,1500,-2832,-1976,-1202,2,21,146,0,2571,5086,0,7190,4668,2156,204,336,249
France,Données temps réel,2020-03-05,11:45,70688,70000,70850,169,518,7611,45286,7348,1492,13931,-38,790,-6419,55,,,,,,2,21,146,-1,2613,4999,0,7175,4622,2134,206,335,249
France,Données temps réel,2020-03-05,12:00,70872,70100,71200,168,517,7689,45262,7695,1608,13547,-39,791,-6366,56,-2000,1500,-3109,-1743,-430,1,21,146,-2,2627,5064,0,7175,4270,2102,207,335,249
France,Données temps réel,2020-03-05,12:15,70408,69700,70700,169,519,7662,45185,7892,1497,13307,-39,790,-6574,56,,,,,,2,21,146,-1,2624,5039,0,7204,4261,1842,206,335,249
France,Données temps réel,2020-03-05,12:30,70621,69300,70200,169,490,7550,45206,8172,1589,12894,-39,789,-6199,55,-2000,1500,-3109,-1743,-373,2,21,146,-2,2623,4929,0,7198,3974,1722,204,336,249
France,Données temps réel,2020-03-05,12:45,70693,69800,70800,169,513,7605,45177,8248,1667,13069,-38,784,-6501,55,,,,,,2,21,146,0,2618,4987,0,7172,4083,1814,203,332,249
France,Données temps réel,2020-03-05,13:00,70201,70300,71400,169,485,7613,45154,8676,1569,12771,-39,785,-6982,55,-2000,1500,-3109,-3045,-1045,2,21,146,0,2633,4980,0,7157,3903,1711,207,329,249
France,Données temps réel,2020-03-05,13:15,70146,69100,70500,169,530,7635,45266,8847,1617,13545,-39,786,-8210,55,,,,,,2,21,146,-2,2641,4996,0,7172,4319,2054,205,332,249
France,Données temps réel,2020-03-05,13:30,69563,67900,69600,169,516,7564,45244,9048,1678,13126,-39,786,-8529,54,-2000,1500,-3109,-3045,-956,2,21,146,-1,2616,4949,0,7137,4196,1793,205,332,249
France,Données temps réel,2020-03-05,13:45,69424,67750,69250,167,498,7530,45168,9054,1579,12827,-27,789,-8161,54,,,,,,0,21,146,-1,2592,4939,0,7119,4007,1701,205,335,249
France,Données temps réel,2020-03-05,14:00,68908,67600,68900,168,464,7398,45162,9207,1568,12374,-27,790,-8196,53,-2000,1500,-3109,-2821,-1910,1,21,146,-1,2565,4834,0,7094,3749,1531,205,336,249
France,Données temps réel,2020-03-05,14:15,68915,67500,68750,169,503,7396,45256,9374,1555,12697,-40,788,-8783,53,,,,,,2,21,146,0,2563,4833,0,6975,4027,1695,203,336,249
France,Données temps réel,2020-03-05,14:30,68467,67400,68600,168,463,7346,45191,9604,1687,12047,-192,793,-8640,53,-2000,1500,-3109,-2821,-1957,1,21,146,0,2574,4772,0,7059,3800,1188,206,338,249
France,Données temps réel,2020-03-05,14:45,67799,66350,68100,168,477,7294,45211,9876,1565,11164,-207,792,-8541,54,,,,,,1,21,146,0,2594,4700,0,6858,3781,525,205,338,249
France,Données temps réel,2020-03-05,15:00,67554,65300,67600,169,485,7297,45195,9805,1502,11477,-48,790,-9118,53,-2000,1500,-3274,-3170,-3222,2,21,146,-1,2590,4708,0,6848,4056,573,206,335,249
France,Données temps réel,2020-03-05,15:15,67182,64950,67250,168,534,7511,45210,9508,1593,12220,-63,787,-10286,55,,,,,,1,21,146,0,2609,4902,0,6828,4505,887,206,332,249
France,Données temps réel,2020-03-05,15:30,66915,64600,66900,169,510,7553,45357,9385,1380,12072,-68,776,-10219,55,-2000,1500,-3274,-3170,-3224,2,21,146,-1,2612,4942,0,6840,4379,853,206,321,249
France,Données temps réel,2020-03-05,15:45,66590,64400,66700,169,524,7546,45589,9080,1266,12149,-71,776,-10438,55,,,,,,2,21,146,-2,2599,4949,0,6834,4439,876,206,321,249
France,Données temps réel,2020-03-05,16:00,66546,64200,66500,169,522,7532,45831,9066,1210,12103,-78,774,-10583,55,-2000,1500,-3274,-3178,-3902,2,21,146,0,2573,4959,0,6883,4344,876,206,319,249
France,Données temps réel,2020-03-05,16:15,66239,63600,66050,169,531,7542,46147,9255,1182,11708,-82,774,-10987,55,,,,,,2,21,146,-1,2570,4973,0,6795,3983,930,205,320,249
France,Données temps réel,2020-03-05,16:30,65833,63000,65600,169,531,7547,46235,9106,968,11627,-88,775,-11037,55,-2000,1500,-3274,-3178,-3902,2,21,146,-1,2569,4979,0,6679,3990,958,205,321,249
France,Données temps réel,2020-03-05,16:45,65960,63000,65600,169,551,7616,46292,8901,918,11749,-103,774,-10907,56,,,,,,2,21,146,-1,2570,5047,0,6681,4063,1005,203,322,249
France,Données temps réel,2020-03-05,17:00,65911,63000,65600,168,537,7546,46278,8938,731,11461,-105,776,-10419,56,-2000,1500,-3373,-3111,-2091,1,21,146,-1,2566,4981,0,6668,3840,953,205,322,249
France,Données temps réel,2020-03-05,17:15,65618,63450,65800,169,516,7321,46263,9042,664,11274,-305,775,-10101,55,,,,,,2,21,146,-1,2572,4750,0,6760,3677,837,205,321,249
France,Données temps réel,2020-03-05,17:30,66056,63900,66000,169,519,7345,46298,9004,488,11190,-267,776,-9466,55,-2000,1500,-3373,-3111,-2091,2,21,146,-1,2577,4769,0,6664,3671,855,206,321,249
France,Données temps réel,2020-03-05,17:45,66503,64700,66650,169,522,7431,46328,8953,397,11601,-259,776,-9415,55,,,,,,2,21,146,0,2577,4854,0,6791,3958,852,205,322,249
France,Données temps réel,2020-03-05,18:00,67336,65500,67300,169,552,7543,46263,8965,296,10869,-260,777,-7838,57,-2000,1550,-3373,-820,-323,2,21,146,-1,2577,4967,0,6805,3480,584,204,324,249
France,Données temps réel,2020-03-05,18:15,67883,67000,68300,167,461,7373,46171,9001,240,9962,-261,778,-6009,55,,,,,,0,21,146,-1,2582,4792,0,6800,3037,125,206,323,249
France,Données temps réel,2020-03-05,18:30,69295,68500,69300,169,479,7473,46182,8911,190,10087,-27,775,-4944,56,-2000,1550,-3373,-820,-190,2,21,146,-1,2582,4892,0,6783,3165,139,205,321,249
France,Données temps réel,2020-03-05,18:45,70776,70650,71150,169,502,7733,46111,8922,166,11847,-53,776,-5397,56,,,,,,2,21,146,-1,2582,5152,0,7172,3653,1022,205,322,249
France,Données temps réel,2020-03-05,19:00,72377,72800,73000,169,519,7762,46023,8868,151,12550,-61,779,-4383,56,-2000,1550,-3373,-843,-72,2,21,146,0,2580,5182,0,7163,3770,1617,207,323,249
France,Données temps réel,2020-03-05,19:15,73010,72750,73100,169,522,7599,46094,8888,141,12965,-61,777,-4084,55,,,,,,2,21,146,-1,2588,5012,0,7298,3987,1680,207,321,249
France,Données temps réel,2020-03-05,19:30,72633,72700,73200,169,513,7604,46083,9143,146,13051,-58,775,-4793,55,-2000,1550,-3373,-843,578,2,21,146,-1,2590,5015,0,7276,4149,1626,206,320,249
France,Données temps réel,2020-03-05,19:45,71723,71750,71900,167,462,7635,45733,9306,0,12320,-43,773,-4774,55,,,,,,0,21,146,-1,2589,5047,0,7284,3766,1270,205,319,249
France,Données temps réel,2020-03-05,20:00,70615,70800,70600,167,460,7562,45737,9432,0,13032,-43,774,-6646,54,-2000,534,-3372,-3084,-109,0,21,146,-1,2582,4981,0,7274,3965,1793,205,320,249
France,Données temps réel,2020-03-05,20:15,69440,69450,69450,168,506,7601,46020,9572,0,12864,-57,774,-8148,55,,,,,,1,21,146,-2,2579,5024,0,7299,4106,1459,206,319,249
France,Données temps réel,2020-03-05,20:30,68372,68100,68300,168,484,7185,46011,9795,0,11705,-55,775,-7840,53,-2000,534,-3372,-3084,565,1,21,146,-1,2587,4599,0,7076,3641,988,207,319,249
